Step,GR,Complexity,Goal_Progress,Entropy,Acceleration,Jerk
0,1.8731221323617604,0.2345679012345679,0.7887323943661971,14.107263821300352,0.0,0.0
1,1.8765905680383543,0.19753086419753085,0.8309859154929577,12.980449991346122,0.0,0.0
2,1.8936315410226603,0.18518518518518517,0.8450704225352113,12.549611129117508,1,-2
3,1.873048589489805,0.18518518518518517,0.8450704225352113,12.549611129117508,0,-1
4,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
5,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
6,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
7,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
8,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
9,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
10,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
11,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
12,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
13,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
14,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
15,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
16,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
17,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
18,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
19,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
20,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
21,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
22,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
23,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
24,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
25,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
26,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
27,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
28,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
29,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
30,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
31,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
32,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
33,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
34,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
35,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
36,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
37,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
38,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
39,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
40,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
41,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
42,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
43,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
44,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
45,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
46,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
47,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
48,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
49,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
50,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
51,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
52,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
53,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
54,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
55,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
56,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
57,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
58,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
59,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
60,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
61,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
62,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
63,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
64,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
65,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
66,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
67,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
68,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
69,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
70,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
71,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
72,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
73,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
74,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
75,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
76,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
77,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
78,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
79,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
80,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
81,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
82,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
83,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
84,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
85,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
86,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
87,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
88,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
89,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
90,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
91,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
92,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
93,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
94,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
95,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
96,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
97,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
98,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
99,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
100,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
101,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
102,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
103,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
104,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
105,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
106,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
107,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
108,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
109,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
110,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
111,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
112,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
113,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
114,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
115,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
116,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
117,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
118,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
119,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
120,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
121,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
122,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
123,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
124,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
125,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
126,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
127,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
128,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
129,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
130,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
131,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
132,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
133,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
134,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
135,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
136,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
137,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
138,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
139,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
140,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
141,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
142,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
143,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
144,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
145,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
146,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
147,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
148,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
149,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
150,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
151,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
152,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
153,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
154,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
155,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
156,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
157,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
158,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
159,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
160,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
161,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
162,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
163,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
164,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
165,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
166,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
167,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
168,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
169,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
170,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
171,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
172,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
173,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
174,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
175,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
176,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
177,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
178,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
179,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
180,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
181,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
182,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
183,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
184,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
185,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
186,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
187,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
188,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
189,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
190,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
191,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
192,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
193,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
194,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
195,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
196,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
197,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
198,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
199,1.8711774120777276,0.18518518518518517,0.8450704225352113,12.549611129117508,0,0
